,r,c,sp,sidx,idx_strs,pargpq,parval1_q,q
593,35,48,29,"(35, 48, 29)",r:35_c:48_sp:29,p_inst:0,1.0,1.0
594,67,55,29,"(67, 55, 29)",r:67_c:55_sp:29,p_inst:0,1.0,1.0
595,57,30,29,"(57, 30, 29)",r:57_c:30_sp:29,p_inst:0,1.0,1.0
596,32,31,29,"(32, 31, 29)",r:32_c:31_sp:29,p_inst:0,1.0,1.0
597,31,59,29,"(31, 59, 29)",r:31_c:59_sp:29,p_inst:0,1.0,1.0
598,35,61,29,"(35, 61, 29)",r:35_c:61_sp:29,p_inst:0,1.0,1.0
599,43,61,29,"(43, 61, 29)",r:43_c:61_sp:29,p_inst:0,1.0,1.0
600,70,59,30,"(70, 59, 30)",r:70_c:59_sp:30,p_inst:0,1.0,1.0
601,37,34,30,"(37, 34, 30)",r:37_c:34_sp:30,p_inst:0,1.0,1.0
602,31,49,30,"(31, 49, 30)",r:31_c:49_sp:30,p_inst:0,1.0,1.0
603,77,44,30,"(77, 44, 30)",r:77_c:44_sp:30,p_inst:0,1.0,1.0
604,47,49,30,"(47, 49, 30)",r:47_c:49_sp:30,p_inst:0,1.0,1.0
605,45,51,30,"(45, 51, 30)",r:45_c:51_sp:30,p_inst:0,1.0,1.0
606,44,39,30,"(44, 39, 30)",r:44_c:39_sp:30,p_inst:0,1.0,1.0
607,38,59,30,"(38, 59, 30)",r:38_c:59_sp:30,p_inst:0,1.0,1.0
608,77,34,30,"(77, 34, 30)",r:77_c:34_sp:30,p_inst:0,1.0,1.0
609,36,47,30,"(36, 47, 30)",r:36_c:47_sp:30,p_inst:0,1.0,1.0
610,73,39,30,"(73, 39, 30)",r:73_c:39_sp:30,p_inst:0,1.0,1.0
611,77,42,30,"(77, 42, 30)",r:77_c:42_sp:30,p_inst:0,1.0,1.0
612,64,58,30,"(64, 58, 30)",r:64_c:58_sp:30,p_inst:0,1.0,1.0
613,35,48,30,"(35, 48, 30)",r:35_c:48_sp:30,p_inst:0,1.0,1.0
614,67,55,30,"(67, 55, 30)",r:67_c:55_sp:30,p_inst:0,1.0,1.0
615,57,30,30,"(57, 30, 30)",r:57_c:30_sp:30,p_inst:0,1.0,1.0
616,32,31,30,"(32, 31, 30)",r:32_c:31_sp:30,p_inst:0,1.0,1.0
617,31,59,30,"(31, 59, 30)",r:31_c:59_sp:30,p_inst:0,1.0,1.0
618,35,61,30,"(35, 61, 30)",r:35_c:61_sp:30,p_inst:0,1.0,1.0
619,43,61,30,"(43, 61, 30)",r:43_c:61_sp:30,p_inst:0,1.0,1.0
620,70,59,31,"(70, 59, 31)",r:70_c:59_sp:31,p_inst:0,1.0,1.0
621,37,34,31,"(37, 34, 31)",r:37_c:34_sp:31,p_inst:0,1.0,1.0
622,31,49,31,"(31, 49, 31)",r:31_c:49_sp:31,p_inst:0,1.0,1.0
623,77,44,31,"(77, 44, 31)",r:77_c:44_sp:31,p_inst:0,1.0,1.0
624,47,49,31,"(47, 49, 31)",r:47_c:49_sp:31,p_inst:0,1.0,1.0
625,45,51,31,"(45, 51, 31)",r:45_c:51_sp:31,p_inst:0,1.0,1.0
626,44,39,31,"(44, 39, 31)",r:44_c:39_sp:31,p_inst:0,1.0,1.0
627,38,59,31,"(38, 59, 31)",r:38_c:59_sp:31,p_inst:0,1.0,1.0
628,77,34,31,"(77, 34, 31)",r:77_c:34_sp:31,p_inst:0,1.0,1.0
629,36,47,31,"(36, 47, 31)",r:36_c:47_sp:31,p_inst:0,1.0,1.0
630,73,39,31,"(73, 39, 31)",r:73_c:39_sp:31,p_inst:0,1.0,1.0
631,77,42,31,"(77, 42, 31)",r:77_c:42_sp:31,p_inst:0,1.0,1.0
632,64,58,31,"(64, 58, 31)",r:64_c:58_sp:31,p_inst:0,1.0,1.0
633,35,48,31,"(35, 48, 31)",r:35_c:48_sp:31,p_inst:0,1.0,1.0
634,67,55,31,"(67, 55, 31)",r:67_c:55_sp:31,p_inst:0,1.0,1.0
635,57,30,31,"(57, 30, 31)",r:57_c:30_sp:31,p_inst:0,1.0,1.0
636,32,31,31,"(32, 31, 31)",r:32_c:31_sp:31,p_inst:0,1.0,1.0
637,31,59,31,"(31, 59, 31)",r:31_c:59_sp:31,p_inst:0,1.0,1.0
638,35,61,31,"(35, 61, 31)",r:35_c:61_sp:31,p_inst:0,1.0,1.0
639,43,61,31,"(43, 61, 31)",r:43_c:61_sp:31,p_inst:0,1.0,1.0
640,70,59,32,"(70, 59, 32)",r:70_c:59_sp:32,p_inst:0,1.0,1.0
641,37,34,32,"(37, 34, 32)",r:37_c:34_sp:32,p_inst:0,1.0,1.0
642,31,49,32,"(31, 49, 32)",r:31_c:49_sp:32,p_inst:0,1.0,1.0
643,77,44,32,"(77, 44, 32)",r:77_c:44_sp:32,p_inst:0,1.0,1.0
644,47,49,32,"(47, 49, 32)",r:47_c:49_sp:32,p_inst:0,1.0,1.0
645,45,51,32,"(45, 51, 32)",r:45_c:51_sp:32,p_inst:0,1.0,1.0
646,44,39,32,"(44, 39, 32)",r:44_c:39_sp:32,p_inst:0,1.0,1.0
647,38,59,32,"(38, 59, 32)",r:38_c:59_sp:32,p_inst:0,1.0,1.0
648,77,34,32,"(77, 34, 32)",r:77_c:34_sp:32,p_inst:0,1.0,1.0
649,36,47,32,"(36, 47, 32)",r:36_c:47_sp:32,p_inst:0,1.0,1.0
650,73,39,32,"(73, 39, 32)",r:73_c:39_sp:32,p_inst:0,1.0,1.0
651,77,42,32,"(77, 42, 32)",r:77_c:42_sp:32,p_inst:0,1.0,1.0
652,64,58,32,"(64, 58, 32)",r:64_c:58_sp:32,p_inst:0,1.0,1.0
653,35,48,32,"(35, 48, 32)",r:35_c:48_sp:32,p_inst:0,1.0,1.0
654,67,55,32,"(67, 55, 32)",r:67_c:55_sp:32,p_inst:0,1.0,1.0
655,57,30,32,"(57, 30, 32)",r:57_c:30_sp:32,p_inst:0,1.0,1.0
656,32,31,32,"(32, 31, 32)",r:32_c:31_sp:32,p_inst:0,1.0,1.0
657,31,59,32,"(31, 59, 32)",r:31_c:59_sp:32,p_inst:0,1.0,1.0
658,35,61,32,"(35, 61, 32)",r:35_c:61_sp:32,p_inst:0,1.0,1.0
659,43,61,32,"(43, 61, 32)",r:43_c:61_sp:32,p_inst:0,1.0,1.0
660,70,59,33,"(70, 59, 33)",r:70_c:59_sp:33,p_inst:0,1.0,1.0
661,37,34,33,"(37, 34, 33)",r:37_c:34_sp:33,p_inst:0,1.0,1.0
662,31,49,33,"(31, 49, 33)",r:31_c:49_sp:33,p_inst:0,1.0,1.0
663,77,44,33,"(77, 44, 33)",r:77_c:44_sp:33,p_inst:0,1.0,1.0
664,47,49,33,"(47, 49, 33)",r:47_c:49_sp:33,p_inst:0,1.0,1.0
665,45,51,33,"(45, 51, 33)",r:45_c:51_sp:33,p_inst:0,1.0,1.0
666,44,39,33,"(44, 39, 33)",r:44_c:39_sp:33,p_inst:0,1.0,1.0
667,38,59,33,"(38, 59, 33)",r:38_c:59_sp:33,p_inst:0,1.0,1.0
668,77,34,33,"(77, 34, 33)",r:77_c:34_sp:33,p_inst:0,1.0,1.0
669,36,47,33,"(36, 47, 33)",r:36_c:47_sp:33,p_inst:0,1.0,1.0
670,73,39,33,"(73, 39, 33)",r:73_c:39_sp:33,p_inst:0,1.0,1.0
671,77,42,33,"(77, 42, 33)",r:77_c:42_sp:33,p_inst:0,1.0,1.0
672,64,58,33,"(64, 58, 33)",r:64_c:58_sp:33,p_inst:0,1.0,1.0
673,35,48,33,"(35, 48, 33)",r:35_c:48_sp:33,p_inst:0,1.0,1.0
674,67,55,33,"(67, 55, 33)",r:67_c:55_sp:33,p_inst:0,1.0,1.0
675,57,30,33,"(57, 30, 33)",r:57_c:30_sp:33,p_inst:0,1.0,1.0
676,32,31,33,"(32, 31, 33)",r:32_c:31_sp:33,p_inst:0,1.0,1.0
677,31,59,33,"(31, 59, 33)",r:31_c:59_sp:33,p_inst:0,1.0,1.0
678,35,61,33,"(35, 61, 33)",r:35_c:61_sp:33,p_inst:0,1.0,1.0
679,43,61,33,"(43, 61, 33)",r:43_c:61_sp:33,p_inst:0,1.0,1.0
680,70,59,34,"(70, 59, 34)",r:70_c:59_sp:34,p_inst:0,1.0,1.0
681,37,34,34,"(37, 34, 34)",r:37_c:34_sp:34,p_inst:0,1.0,1.0
682,31,49,34,"(31, 49, 34)",r:31_c:49_sp:34,p_inst:0,1.0,1.0
683,77,44,34,"(77, 44, 34)",r:77_c:44_sp:34,p_inst:0,1.0,1.0
684,47,49,34,"(47, 49, 34)",r:47_c:49_sp:34,p_inst:0,1.0,1.0
685,45,51,34,"(45, 51, 34)",r:45_c:51_sp:34,p_inst:0,1.0,1.0
686,44,39,34,"(44, 39, 34)",r:44_c:39_sp:34,p_inst:0,1.0,1.0
687,38,59,34,"(38, 59, 34)",r:38_c:59_sp:34,p_inst:0,1.0,1.0
688,77,34,34,"(77, 34, 34)",r:77_c:34_sp:34,p_inst:0,1.0,1.0
689,36,47,34,"(36, 47, 34)",r:36_c:47_sp:34,p_inst:0,1.0,1.0
690,73,39,34,"(73, 39, 34)",r:73_c:39_sp:34,p_inst:0,1.0,1.0
691,77,42,34,"(77, 42, 34)",r:77_c:42_sp:34,p_inst:0,1.0,1.0
692,64,58,34,"(64, 58, 34)",r:64_c:58_sp:34,p_inst:0,1.0,1.0
693,35,48,34,"(35, 48, 34)",r:35_c:48_sp:34,p_inst:0,1.0,1.0
694,67,55,34,"(67, 55, 34)",r:67_c:55_sp:34,p_inst:0,1.0,1.0
695,57,30,34,"(57, 30, 34)",r:57_c:30_sp:34,p_inst:0,1.0,1.0
696,32,31,34,"(32, 31, 34)",r:32_c:31_sp:34,p_inst:0,1.0,1.0
697,31,59,34,"(31, 59, 34)",r:31_c:59_sp:34,p_inst:0,1.0,1.0
698,35,61,34,"(35, 61, 34)",r:35_c:61_sp:34,p_inst:0,1.0,1.0
699,43,61,34,"(43, 61, 34)",r:43_c:61_sp:34,p_inst:0,1.0,1.0
700,70,59,35,"(70, 59, 35)",r:70_c:59_sp:35,p_inst:0,1.0,1.0
701,37,34,35,"(37, 34, 35)",r:37_c:34_sp:35,p_inst:0,1.0,1.0
702,31,49,35,"(31, 49, 35)",r:31_c:49_sp:35,p_inst:0,1.0,1.0
703,77,44,35,"(77, 44, 35)",r:77_c:44_sp:35,p_inst:0,1.0,1.0
704,47,49,35,"(47, 49, 35)",r:47_c:49_sp:35,p_inst:0,1.0,1.0
705,45,51,35,"(45, 51, 35)",r:45_c:51_sp:35,p_inst:0,1.0,1.0
706,44,39,35,"(44, 39, 35)",r:44_c:39_sp:35,p_inst:0,1.0,1.0
707,38,59,35,"(38, 59, 35)",r:38_c:59_sp:35,p_inst:0,1.0,1.0
708,77,34,35,"(77, 34, 35)",r:77_c:34_sp:35,p_inst:0,1.0,1.0
709,36,47,35,"(36, 47, 35)",r:36_c:47_sp:35,p_inst:0,1.0,1.0
710,73,39,35,"(73, 39, 35)",r:73_c:39_sp:35,p_inst:0,1.0,1.0
711,77,42,35,"(77, 42, 35)",r:77_c:42_sp:35,p_inst:0,1.0,1.0
712,64,58,35,"(64, 58, 35)",r:64_c:58_sp:35,p_inst:0,1.0,1.0
713,35,48,35,"(35, 48, 35)",r:35_c:48_sp:35,p_inst:0,1.0,1.0
714,67,55,35,"(67, 55, 35)",r:67_c:55_sp:35,p_inst:0,1.0,1.0
715,57,30,35,"(57, 30, 35)",r:57_c:30_sp:35,p_inst:0,1.0,1.0
716,32,31,35,"(32, 31, 35)",r:32_c:31_sp:35,p_inst:0,1.0,1.0
717,31,59,35,"(31, 59, 35)",r:31_c:59_sp:35,p_inst:0,1.0,1.0
718,35,61,35,"(35, 61, 35)",r:35_c:61_sp:35,p_inst:0,1.0,1.0
719,43,61,35,"(43, 61, 35)",r:43_c:61_sp:35,p_inst:0,1.0,1.0
720,70,59,36,"(70, 59, 36)",r:70_c:59_sp:36,p_inst:0,1.0,1.0
721,37,34,36,"(37, 34, 36)",r:37_c:34_sp:36,p_inst:0,1.0,1.0
722,31,49,36,"(31, 49, 36)",r:31_c:49_sp:36,p_inst:0,1.0,1.0
723,77,44,36,"(77, 44, 36)",r:77_c:44_sp:36,p_inst:0,1.0,1.0
724,47,49,36,"(47, 49, 36)",r:47_c:49_sp:36,p_inst:0,1.0,1.0
725,45,51,36,"(45, 51, 36)",r:45_c:51_sp:36,p_inst:0,1.0,1.0
726,44,39,36,"(44, 39, 36)",r:44_c:39_sp:36,p_inst:0,1.0,1.0
727,38,59,36,"(38, 59, 36)",r:38_c:59_sp:36,p_inst:0,1.0,1.0
728,77,34,36,"(77, 34, 36)",r:77_c:34_sp:36,p_inst:0,1.0,1.0
729,36,47,36,"(36, 47, 36)",r:36_c:47_sp:36,p_inst:0,1.0,1.0
730,73,39,36,"(73, 39, 36)",r:73_c:39_sp:36,p_inst:0,1.0,1.0
731,77,42,36,"(77, 42, 36)",r:77_c:42_sp:36,p_inst:0,1.0,1.0
732,64,58,36,"(64, 58, 36)",r:64_c:58_sp:36,p_inst:0,1.0,1.0
733,35,48,36,"(35, 48, 36)",r:35_c:48_sp:36,p_inst:0,1.0,1.0
734,67,55,36,"(67, 55, 36)",r:67_c:55_sp:36,p_inst:0,1.0,1.0
735,57,30,36,"(57, 30, 36)",r:57_c:30_sp:36,p_inst:0,1.0,1.0
736,32,31,36,"(32, 31, 36)",r:32_c:31_sp:36,p_inst:0,1.0,1.0
737,31,59,36,"(31, 59, 36)",r:31_c:59_sp:36,p_inst:0,1.0,1.0
738,35,61,36,"(35, 61, 36)",r:35_c:61_sp:36,p_inst:0,1.0,1.0
739,43,61,36,"(43, 61, 36)",r:43_c:61_sp:36,p_inst:0,1.0,1.0
740,70,59,37,"(70, 59, 37)",r:70_c:59_sp:37,p_inst:0,1.0,1.0
741,37,34,37,"(37, 34, 37)",r:37_c:34_sp:37,p_inst:0,1.0,1.0
742,31,49,37,"(31, 49, 37)",r:31_c:49_sp:37,p_inst:0,1.0,1.0
743,77,44,37,"(77, 44, 37)",r:77_c:44_sp:37,p_inst:0,1.0,1.0
744,47,49,37,"(47, 49, 37)",r:47_c:49_sp:37,p_inst:0,1.0,1.0
745,45,51,37,"(45, 51, 37)",r:45_c:51_sp:37,p_inst:0,1.0,1.0
746,44,39,37,"(44, 39, 37)",r:44_c:39_sp:37,p_inst:0,1.0,1.0
747,38,59,37,"(38, 59, 37)",r:38_c:59_sp:37,p_inst:0,1.0,1.0
748,77,34,37,"(77, 34, 37)",r:77_c:34_sp:37,p_inst:0,1.0,1.0
749,36,47,37,"(36, 47, 37)",r:36_c:47_sp:37,p_inst:0,1.0,1.0
750,73,39,37,"(73, 39, 37)",r:73_c:39_sp:37,p_inst:0,1.0,1.0
751,77,42,37,"(77, 42, 37)",r:77_c:42_sp:37,p_inst:0,1.0,1.0
752,64,58,37,"(64, 58, 37)",r:64_c:58_sp:37,p_inst:0,1.0,1.0
753,35,48,37,"(35, 48, 37)",r:35_c:48_sp:37,p_inst:0,1.0,1.0
754,67,55,37,"(67, 55, 37)",r:67_c:55_sp:37,p_inst:0,1.0,1.0
755,57,30,37,"(57, 30, 37)",r:57_c:30_sp:37,p_inst:0,1.0,1.0
756,32,31,37,"(32, 31, 37)",r:32_c:31_sp:37,p_inst:0,1.0,1.0
757,31,59,37,"(31, 59, 37)",r:31_c:59_sp:37,p_inst:0,1.0,1.0
758,35,61,37,"(35, 61, 37)",r:35_c:61_sp:37,p_inst:0,1.0,1.0
759,43,61,37,"(43, 61, 37)",r:43_c:61_sp:37,p_inst:0,1.0,1.0
760,70,59,38,"(70, 59, 38)",r:70_c:59_sp:38,p_inst:0,1.0,1.0
761,37,34,38,"(37, 34, 38)",r:37_c:34_sp:38,p_inst:0,1.0,1.0
762,31,49,38,"(31, 49, 38)",r:31_c:49_sp:38,p_inst:0,1.0,1.0
763,77,44,38,"(77, 44, 38)",r:77_c:44_sp:38,p_inst:0,1.0,1.0
764,47,49,38,"(47, 49, 38)",r:47_c:49_sp:38,p_inst:0,1.0,1.0
765,45,51,38,"(45, 51, 38)",r:45_c:51_sp:38,p_inst:0,1.0,1.0
766,44,39,38,"(44, 39, 38)",r:44_c:39_sp:38,p_inst:0,1.0,1.0
767,38,59,38,"(38, 59, 38)",r:38_c:59_sp:38,p_inst:0,1.0,1.0
768,77,34,38,"(77, 34, 38)",r:77_c:34_sp:38,p_inst:0,1.0,1.0
769,36,47,38,"(36, 47, 38)",r:36_c:47_sp:38,p_inst:0,1.0,1.0
770,73,39,38,"(73, 39, 38)",r:73_c:39_sp:38,p_inst:0,1.0,1.0
771,77,42,38,"(77, 42, 38)",r:77_c:42_sp:38,p_inst:0,1.0,1.0
772,64,58,38,"(64, 58, 38)",r:64_c:58_sp:38,p_inst:0,1.0,1.0
773,35,48,38,"(35, 48, 38)",r:35_c:48_sp:38,p_inst:0,1.0,1.0
774,67,55,38,"(67, 55, 38)",r:67_c:55_sp:38,p_inst:0,1.0,1.0
775,57,30,38,"(57, 30, 38)",r:57_c:30_sp:38,p_inst:0,1.0,1.0
776,32,31,38,"(32, 31, 38)",r:32_c:31_sp:38,p_inst:0,1.0,1.0
777,31,59,38,"(31, 59, 38)",r:31_c:59_sp:38,p_inst:0,1.0,1.0
778,35,61,38,"(35, 61, 38)",r:35_c:61_sp:38,p_inst:0,1.0,1.0
779,43,61,38,"(43, 61, 38)",r:43_c:61_sp:38,p_inst:0,1.0,1.0
780,70,59,39,"(70, 59, 39)",r:70_c:59_sp:39,p_inst:0,1.0,1.0
781,37,34,39,"(37, 34, 39)",r:37_c:34_sp:39,p_inst:0,1.0,1.0
782,31,49,39,"(31, 49, 39)",r:31_c:49_sp:39,p_inst:0,1.0,1.0
783,77,44,39,"(77, 44, 39)",r:77_c:44_sp:39,p_inst:0,1.0,1.0
784,47,49,39,"(47, 49, 39)",r:47_c:49_sp:39,p_inst:0,1.0,1.0
785,45,51,39,"(45, 51, 39)",r:45_c:51_sp:39,p_inst:0,1.0,1.0
786,44,39,39,"(44, 39, 39)",r:44_c:39_sp:39,p_inst:0,1.0,1.0
787,38,59,39,"(38, 59, 39)",r:38_c:59_sp:39,p_inst:0,1.0,1.0
788,77,34,39,"(77, 34, 39)",r:77_c:34_sp:39,p_inst:0,1.0,1.0
789,36,47,39,"(36, 47, 39)",r:36_c:47_sp:39,p_inst:0,1.0,1.0
790,73,39,39,"(73, 39, 39)",r:73_c:39_sp:39,p_inst:0,1.0,1.0
791,77,42,39,"(77, 42, 39)",r:77_c:42_sp:39,p_inst:0,1.0,1.0
792,64,58,39,"(64, 58, 39)",r:64_c:58_sp:39,p_inst:0,1.0,1.0
793,35,48,39,"(35, 48, 39)",r:35_c:48_sp:39,p_inst:0,1.0,1.0
794,67,55,39,"(67, 55, 39)",r:67_c:55_sp:39,p_inst:0,1.0,1.0
795,57,30,39,"(57, 30, 39)",r:57_c:30_sp:39,p_inst:0,1.0,1.0
796,32,31,39,"(32, 31, 39)",r:32_c:31_sp:39,p_inst:0,1.0,1.0
797,31,59,39,"(31, 59, 39)",r:31_c:59_sp:39,p_inst:0,1.0,1.0
798,35,61,39,"(35, 61, 39)",r:35_c:61_sp:39,p_inst:0,1.0,1.0
799,43,61,39,"(43, 61, 39)",r:43_c:61_sp:39,p_inst:0,1.0,1.0
800,70,59,40,"(70, 59, 40)",r:70_c:59_sp:40,p_inst:0,1.0,1.0
801,37,34,40,"(37, 34, 40)",r:37_c:34_sp:40,p_inst:0,1.0,1.0
802,31,49,40,"(31, 49, 40)",r:31_c:49_sp:40,p_inst:0,1.0,1.0
803,77,44,40,"(77, 44, 40)",r:77_c:44_sp:40,p_inst:0,1.0,1.0
804,47,49,40,"(47, 49, 40)",r:47_c:49_sp:40,p_inst:0,1.0,1.0
805,45,51,40,"(45, 51, 40)",r:45_c:51_sp:40,p_inst:0,1.0,1.0
806,44,39,40,"(44, 39, 40)",r:44_c:39_sp:40,p_inst:0,1.0,1.0
807,38,59,40,"(38, 59, 40)",r:38_c:59_sp:40,p_inst:0,1.0,1.0
808,77,34,40,"(77, 34, 40)",r:77_c:34_sp:40,p_inst:0,1.0,1.0
809,36,47,40,"(36, 47, 40)",r:36_c:47_sp:40,p_inst:0,1.0,1.0
810,73,39,40,"(73, 39, 40)",r:73_c:39_sp:40,p_inst:0,1.0,1.0
811,77,42,40,"(77, 42, 40)",r:77_c:42_sp:40,p_inst:0,1.0,1.0
812,64,58,40,"(64, 58, 40)",r:64_c:58_sp:40,p_inst:0,1.0,1.0
813,35,48,40,"(35, 48, 40)",r:35_c:48_sp:40,p_inst:0,1.0,1.0
814,67,55,40,"(67, 55, 40)",r:67_c:55_sp:40,p_inst:0,1.0,1.0
815,57,30,40,"(57, 30, 40)",r:57_c:30_sp:40,p_inst:0,1.0,1.0
816,32,31,40,"(32, 31, 40)",r:32_c:31_sp:40,p_inst:0,1.0,1.0
817,31,59,40,"(31, 59, 40)",r:31_c:59_sp:40,p_inst:0,1.0,1.0
818,35,61,40,"(35, 61, 40)",r:35_c:61_sp:40,p_inst:0,1.0,1.0
819,43,61,40,"(43, 61, 40)",r:43_c:61_sp:40,p_inst:0,1.0,1.0
820,70,59,41,"(70, 59, 41)",r:70_c:59_sp:41,p_inst:0,1.0,1.0
821,37,34,41,"(37, 34, 41)",r:37_c:34_sp:41,p_inst:0,1.0,1.0
822,31,49,41,"(31, 49, 41)",r:31_c:49_sp:41,p_inst:0,1.0,1.0
823,77,44,41,"(77, 44, 41)",r:77_c:44_sp:41,p_inst:0,1.0,1.0
824,47,49,41,"(47, 49, 41)",r:47_c:49_sp:41,p_inst:0,1.0,1.0
825,45,51,41,"(45, 51, 41)",r:45_c:51_sp:41,p_inst:0,1.0,1.0
826,44,39,41,"(44, 39, 41)",r:44_c:39_sp:41,p_inst:0,1.0,1.0
827,38,59,41,"(38, 59, 41)",r:38_c:59_sp:41,p_inst:0,1.0,1.0
828,77,34,41,"(77, 34, 41)",r:77_c:34_sp:41,p_inst:0,1.0,1.0
829,36,47,41,"(36, 47, 41)",r:36_c:47_sp:41,p_inst:0,1.0,1.0
830,73,39,41,"(73, 39, 41)",r:73_c:39_sp:41,p_inst:0,1.0,1.0
831,77,42,41,"(77, 42, 41)",r:77_c:42_sp:41,p_inst:0,1.0,1.0
832,64,58,41,"(64, 58, 41)",r:64_c:58_sp:41,p_inst:0,1.0,1.0
833,35,48,41,"(35, 48, 41)",r:35_c:48_sp:41,p_inst:0,1.0,1.0
834,67,55,41,"(67, 55, 41)",r:67_c:55_sp:41,p_inst:0,1.0,1.0
835,57,30,41,"(57, 30, 41)",r:57_c:30_sp:41,p_inst:0,1.0,1.0
836,32,31,41,"(32, 31, 41)",r:32_c:31_sp:41,p_inst:0,1.0,1.0
837,31,59,41,"(31, 59, 41)",r:31_c:59_sp:41,p_inst:0,1.0,1.0
838,35,61,41,"(35, 61, 41)",r:35_c:61_sp:41,p_inst:0,1.0,1.0
839,43,61,41,"(43, 61, 41)",r:43_c:61_sp:41,p_inst:0,1.0,1.0
840,70,59,42,"(70, 59, 42)",r:70_c:59_sp:42,p_inst:0,1.0,1.0
841,37,34,42,"(37, 34, 42)",r:37_c:34_sp:42,p_inst:0,1.0,1.0
842,31,49,42,"(31, 49, 42)",r:31_c:49_sp:42,p_inst:0,1.0,1.0
843,77,44,42,"(77, 44, 42)",r:77_c:44_sp:42,p_inst:0,1.0,1.0
844,47,49,42,"(47, 49, 42)",r:47_c:49_sp:42,p_inst:0,1.0,1.0
845,45,51,42,"(45, 51, 42)",r:45_c:51_sp:42,p_inst:0,1.0,1.0
846,44,39,42,"(44, 39, 42)",r:44_c:39_sp:42,p_inst:0,1.0,1.0
847,38,59,42,"(38, 59, 42)",r:38_c:59_sp:42,p_inst:0,1.0,1.0
848,77,34,42,"(77, 34, 42)",r:77_c:34_sp:42,p_inst:0,1.0,1.0
849,36,47,42,"(36, 47, 42)",r:36_c:47_sp:42,p_inst:0,1.0,1.0
850,73,39,42,"(73, 39, 42)",r:73_c:39_sp:42,p_inst:0,1.0,1.0
851,77,42,42,"(77, 42, 42)",r:77_c:42_sp:42,p_inst:0,1.0,1.0
852,64,58,42,"(64, 58, 42)",r:64_c:58_sp:42,p_inst:0,1.0,1.0
853,35,48,42,"(35, 48, 42)",r:35_c:48_sp:42,p_inst:0,1.0,1.0
854,67,55,42,"(67, 55, 42)",r:67_c:55_sp:42,p_inst:0,1.0,1.0
855,57,30,42,"(57, 30, 42)",r:57_c:30_sp:42,p_inst:0,1.0,1.0
856,32,31,42,"(32, 31, 42)",r:32_c:31_sp:42,p_inst:0,1.0,1.0
857,31,59,42,"(31, 59, 42)",r:31_c:59_sp:42,p_inst:0,1.0,1.0
858,35,61,42,"(35, 61, 42)",r:35_c:61_sp:42,p_inst:0,1.0,1.0
859,43,61,42,"(43, 61, 42)",r:43_c:61_sp:42,p_inst:0,1.0,1.0
860,70,59,43,"(70, 59, 43)",r:70_c:59_sp:43,p_inst:0,1.0,1.0
861,37,34,43,"(37, 34, 43)",r:37_c:34_sp:43,p_inst:0,1.0,1.0
862,31,49,43,"(31, 49, 43)",r:31_c:49_sp:43,p_inst:0,1.0,1.0
863,77,44,43,"(77, 44, 43)",r:77_c:44_sp:43,p_inst:0,1.0,1.0
864,47,49,43,"(47, 49, 43)",r:47_c:49_sp:43,p_inst:0,1.0,1.0
865,45,51,43,"(45, 51, 43)",r:45_c:51_sp:43,p_inst:0,1.0,1.0
866,44,39,43,"(44, 39, 43)",r:44_c:39_sp:43,p_inst:0,1.0,1.0
867,38,59,43,"(38, 59, 43)",r:38_c:59_sp:43,p_inst:0,1.0,1.0
868,77,34,43,"(77, 34, 43)",r:77_c:34_sp:43,p_inst:0,1.0,1.0
869,36,47,43,"(36, 47, 43)",r:36_c:47_sp:43,p_inst:0,1.0,1.0
870,73,39,43,"(73, 39, 43)",r:73_c:39_sp:43,p_inst:0,1.0,1.0
871,77,42,43,"(77, 42, 43)",r:77_c:42_sp:43,p_inst:0,1.0,1.0
872,64,58,43,"(64, 58, 43)",r:64_c:58_sp:43,p_inst:0,1.0,1.0
873,35,48,43,"(35, 48, 43)",r:35_c:48_sp:43,p_inst:0,1.0,1.0
874,67,55,43,"(67, 55, 43)",r:67_c:55_sp:43,p_inst:0,1.0,1.0
875,57,30,43,"(57, 30, 43)",r:57_c:30_sp:43,p_inst:0,1.0,1.0
876,32,31,43,"(32, 31, 43)",r:32_c:31_sp:43,p_inst:0,1.0,1.0
877,31,59,43,"(31, 59, 43)",r:31_c:59_sp:43,p_inst:0,1.0,1.0
878,35,61,43,"(35, 61, 43)",r:35_c:61_sp:43,p_inst:0,1.0,1.0
879,43,61,43,"(43, 61, 43)",r:43_c:61_sp:43,p_inst:0,1.0,1.0
880,70,59,44,"(70, 59, 44)",r:70_c:59_sp:44,p_inst:0,1.0,1.0
881,37,34,44,"(37, 34, 44)",r:37_c:34_sp:44,p_inst:0,1.0,1.0
882,31,49,44,"(31, 49, 44)",r:31_c:49_sp:44,p_inst:0,1.0,1.0
883,77,44,44,"(77, 44, 44)",r:77_c:44_sp:44,p_inst:0,1.0,1.0
884,47,49,44,"(47, 49, 44)",r:47_c:49_sp:44,p_inst:0,1.0,1.0
885,45,51,44,"(45, 51, 44)",r:45_c:51_sp:44,p_inst:0,1.0,1.0
886,44,39,44,"(44, 39, 44)",r:44_c:39_sp:44,p_inst:0,1.0,1.0
887,38,59,44,"(38, 59, 44)",r:38_c:59_sp:44,p_inst:0,1.0,1.0
888,77,34,44,"(77, 34, 44)",r:77_c:34_sp:44,p_inst:0,1.0,1.0
889,36,47,44,"(36, 47, 44)",r:36_c:47_sp:44,p_inst:0,1.0,1.0
