,r,c,sp,sidx,idx_strs,pargpa,parval1_a,a
593,77,52,29,"(77, 52, 29)",r:77_c:52_sp:29,p_inst:0,1.0,1.0
594,35,37,29,"(35, 37, 29)",r:35_c:37_sp:29,p_inst:0,1.0,1.0
595,71,31,29,"(71, 31, 29)",r:71_c:31_sp:29,p_inst:0,1.0,1.0
596,73,59,29,"(73, 59, 29)",r:73_c:59_sp:29,p_inst:0,1.0,1.0
597,54,41,29,"(54, 41, 29)",r:54_c:41_sp:29,p_inst:0,1.0,1.0
598,68,55,29,"(68, 55, 29)",r:68_c:55_sp:29,p_inst:0,1.0,1.0
599,59,40,29,"(59, 40, 29)",r:59_c:40_sp:29,p_inst:0,1.0,1.0
600,72,58,30,"(72, 58, 30)",r:72_c:58_sp:30,p_inst:0,1.0,1.0
601,70,32,30,"(70, 32, 30)",r:70_c:32_sp:30,p_inst:0,1.0,1.0
602,41,36,30,"(41, 36, 30)",r:41_c:36_sp:30,p_inst:0,1.0,1.0
603,84,42,30,"(84, 42, 30)",r:84_c:42_sp:30,p_inst:0,1.0,1.0
604,76,61,30,"(76, 61, 30)",r:76_c:61_sp:30,p_inst:0,1.0,1.0
605,72,45,30,"(72, 45, 30)",r:72_c:45_sp:30,p_inst:0,1.0,1.0
606,37,35,30,"(37, 35, 30)",r:37_c:35_sp:30,p_inst:0,1.0,1.0
607,34,60,30,"(34, 60, 30)",r:34_c:60_sp:30,p_inst:0,1.0,1.0
608,66,39,30,"(66, 39, 30)",r:66_c:39_sp:30,p_inst:0,1.0,1.0
609,58,52,30,"(58, 52, 30)",r:58_c:52_sp:30,p_inst:0,1.0,1.0
610,54,31,30,"(54, 31, 30)",r:54_c:31_sp:30,p_inst:0,1.0,1.0
611,34,54,30,"(34, 54, 30)",r:34_c:54_sp:30,p_inst:0,1.0,1.0
612,55,37,30,"(55, 37, 30)",r:55_c:37_sp:30,p_inst:0,1.0,1.0
613,77,52,30,"(77, 52, 30)",r:77_c:52_sp:30,p_inst:0,1.0,1.0
614,35,37,30,"(35, 37, 30)",r:35_c:37_sp:30,p_inst:0,1.0,1.0
615,71,31,30,"(71, 31, 30)",r:71_c:31_sp:30,p_inst:0,1.0,1.0
616,73,59,30,"(73, 59, 30)",r:73_c:59_sp:30,p_inst:0,1.0,1.0
617,54,41,30,"(54, 41, 30)",r:54_c:41_sp:30,p_inst:0,1.0,1.0
618,68,55,30,"(68, 55, 30)",r:68_c:55_sp:30,p_inst:0,1.0,1.0
619,59,40,30,"(59, 40, 30)",r:59_c:40_sp:30,p_inst:0,1.0,1.0
620,72,58,31,"(72, 58, 31)",r:72_c:58_sp:31,p_inst:0,1.0,1.0
621,70,32,31,"(70, 32, 31)",r:70_c:32_sp:31,p_inst:0,1.0,1.0
622,41,36,31,"(41, 36, 31)",r:41_c:36_sp:31,p_inst:0,1.0,1.0
623,84,42,31,"(84, 42, 31)",r:84_c:42_sp:31,p_inst:0,1.0,1.0
624,76,61,31,"(76, 61, 31)",r:76_c:61_sp:31,p_inst:0,1.0,1.0
625,72,45,31,"(72, 45, 31)",r:72_c:45_sp:31,p_inst:0,1.0,1.0
626,37,35,31,"(37, 35, 31)",r:37_c:35_sp:31,p_inst:0,1.0,1.0
627,34,60,31,"(34, 60, 31)",r:34_c:60_sp:31,p_inst:0,1.0,1.0
628,66,39,31,"(66, 39, 31)",r:66_c:39_sp:31,p_inst:0,1.0,1.0
629,58,52,31,"(58, 52, 31)",r:58_c:52_sp:31,p_inst:0,1.0,1.0
630,54,31,31,"(54, 31, 31)",r:54_c:31_sp:31,p_inst:0,1.0,1.0
631,34,54,31,"(34, 54, 31)",r:34_c:54_sp:31,p_inst:0,1.0,1.0
632,55,37,31,"(55, 37, 31)",r:55_c:37_sp:31,p_inst:0,1.0,1.0
633,77,52,31,"(77, 52, 31)",r:77_c:52_sp:31,p_inst:0,1.0,1.0
634,35,37,31,"(35, 37, 31)",r:35_c:37_sp:31,p_inst:0,1.0,1.0
635,71,31,31,"(71, 31, 31)",r:71_c:31_sp:31,p_inst:0,1.0,1.0
636,73,59,31,"(73, 59, 31)",r:73_c:59_sp:31,p_inst:0,1.0,1.0
637,54,41,31,"(54, 41, 31)",r:54_c:41_sp:31,p_inst:0,1.0,1.0
638,68,55,31,"(68, 55, 31)",r:68_c:55_sp:31,p_inst:0,1.0,1.0
639,59,40,31,"(59, 40, 31)",r:59_c:40_sp:31,p_inst:0,1.0,1.0
640,72,58,32,"(72, 58, 32)",r:72_c:58_sp:32,p_inst:0,1.0,1.0
641,70,32,32,"(70, 32, 32)",r:70_c:32_sp:32,p_inst:0,1.0,1.0
642,41,36,32,"(41, 36, 32)",r:41_c:36_sp:32,p_inst:0,1.0,1.0
643,84,42,32,"(84, 42, 32)",r:84_c:42_sp:32,p_inst:0,1.0,1.0
644,76,61,32,"(76, 61, 32)",r:76_c:61_sp:32,p_inst:0,1.0,1.0
645,72,45,32,"(72, 45, 32)",r:72_c:45_sp:32,p_inst:0,1.0,1.0
646,37,35,32,"(37, 35, 32)",r:37_c:35_sp:32,p_inst:0,1.0,1.0
647,34,60,32,"(34, 60, 32)",r:34_c:60_sp:32,p_inst:0,1.0,1.0
648,66,39,32,"(66, 39, 32)",r:66_c:39_sp:32,p_inst:0,1.0,1.0
649,58,52,32,"(58, 52, 32)",r:58_c:52_sp:32,p_inst:0,1.0,1.0
650,54,31,32,"(54, 31, 32)",r:54_c:31_sp:32,p_inst:0,1.0,1.0
651,34,54,32,"(34, 54, 32)",r:34_c:54_sp:32,p_inst:0,1.0,1.0
652,55,37,32,"(55, 37, 32)",r:55_c:37_sp:32,p_inst:0,1.0,1.0
653,77,52,32,"(77, 52, 32)",r:77_c:52_sp:32,p_inst:0,1.0,1.0
654,35,37,32,"(35, 37, 32)",r:35_c:37_sp:32,p_inst:0,1.0,1.0
655,71,31,32,"(71, 31, 32)",r:71_c:31_sp:32,p_inst:0,1.0,1.0
656,73,59,32,"(73, 59, 32)",r:73_c:59_sp:32,p_inst:0,1.0,1.0
657,54,41,32,"(54, 41, 32)",r:54_c:41_sp:32,p_inst:0,1.0,1.0
658,68,55,32,"(68, 55, 32)",r:68_c:55_sp:32,p_inst:0,1.0,1.0
659,59,40,32,"(59, 40, 32)",r:59_c:40_sp:32,p_inst:0,1.0,1.0
660,72,58,33,"(72, 58, 33)",r:72_c:58_sp:33,p_inst:0,1.0,1.0
661,70,32,33,"(70, 32, 33)",r:70_c:32_sp:33,p_inst:0,1.0,1.0
662,41,36,33,"(41, 36, 33)",r:41_c:36_sp:33,p_inst:0,1.0,1.0
663,84,42,33,"(84, 42, 33)",r:84_c:42_sp:33,p_inst:0,1.0,1.0
664,76,61,33,"(76, 61, 33)",r:76_c:61_sp:33,p_inst:0,1.0,1.0
665,72,45,33,"(72, 45, 33)",r:72_c:45_sp:33,p_inst:0,1.0,1.0
666,37,35,33,"(37, 35, 33)",r:37_c:35_sp:33,p_inst:0,1.0,1.0
667,34,60,33,"(34, 60, 33)",r:34_c:60_sp:33,p_inst:0,1.0,1.0
668,66,39,33,"(66, 39, 33)",r:66_c:39_sp:33,p_inst:0,1.0,1.0
669,58,52,33,"(58, 52, 33)",r:58_c:52_sp:33,p_inst:0,1.0,1.0
670,54,31,33,"(54, 31, 33)",r:54_c:31_sp:33,p_inst:0,1.0,1.0
671,34,54,33,"(34, 54, 33)",r:34_c:54_sp:33,p_inst:0,1.0,1.0
672,55,37,33,"(55, 37, 33)",r:55_c:37_sp:33,p_inst:0,1.0,1.0
673,77,52,33,"(77, 52, 33)",r:77_c:52_sp:33,p_inst:0,1.0,1.0
674,35,37,33,"(35, 37, 33)",r:35_c:37_sp:33,p_inst:0,1.0,1.0
675,71,31,33,"(71, 31, 33)",r:71_c:31_sp:33,p_inst:0,1.0,1.0
676,73,59,33,"(73, 59, 33)",r:73_c:59_sp:33,p_inst:0,1.0,1.0
677,54,41,33,"(54, 41, 33)",r:54_c:41_sp:33,p_inst:0,1.0,1.0
678,68,55,33,"(68, 55, 33)",r:68_c:55_sp:33,p_inst:0,1.0,1.0
679,59,40,33,"(59, 40, 33)",r:59_c:40_sp:33,p_inst:0,1.0,1.0
680,72,58,34,"(72, 58, 34)",r:72_c:58_sp:34,p_inst:0,1.0,1.0
681,70,32,34,"(70, 32, 34)",r:70_c:32_sp:34,p_inst:0,1.0,1.0
682,41,36,34,"(41, 36, 34)",r:41_c:36_sp:34,p_inst:0,1.0,1.0
683,84,42,34,"(84, 42, 34)",r:84_c:42_sp:34,p_inst:0,1.0,1.0
684,76,61,34,"(76, 61, 34)",r:76_c:61_sp:34,p_inst:0,1.0,1.0
685,72,45,34,"(72, 45, 34)",r:72_c:45_sp:34,p_inst:0,1.0,1.0
686,37,35,34,"(37, 35, 34)",r:37_c:35_sp:34,p_inst:0,1.0,1.0
687,34,60,34,"(34, 60, 34)",r:34_c:60_sp:34,p_inst:0,1.0,1.0
688,66,39,34,"(66, 39, 34)",r:66_c:39_sp:34,p_inst:0,1.0,1.0
689,58,52,34,"(58, 52, 34)",r:58_c:52_sp:34,p_inst:0,1.0,1.0
690,54,31,34,"(54, 31, 34)",r:54_c:31_sp:34,p_inst:0,1.0,1.0
691,34,54,34,"(34, 54, 34)",r:34_c:54_sp:34,p_inst:0,1.0,1.0
692,55,37,34,"(55, 37, 34)",r:55_c:37_sp:34,p_inst:0,1.0,1.0
693,77,52,34,"(77, 52, 34)",r:77_c:52_sp:34,p_inst:0,1.0,1.0
694,35,37,34,"(35, 37, 34)",r:35_c:37_sp:34,p_inst:0,1.0,1.0
695,71,31,34,"(71, 31, 34)",r:71_c:31_sp:34,p_inst:0,1.0,1.0
696,73,59,34,"(73, 59, 34)",r:73_c:59_sp:34,p_inst:0,1.0,1.0
697,54,41,34,"(54, 41, 34)",r:54_c:41_sp:34,p_inst:0,1.0,1.0
698,68,55,34,"(68, 55, 34)",r:68_c:55_sp:34,p_inst:0,1.0,1.0
699,59,40,34,"(59, 40, 34)",r:59_c:40_sp:34,p_inst:0,1.0,1.0
700,72,58,35,"(72, 58, 35)",r:72_c:58_sp:35,p_inst:0,1.0,1.0
701,70,32,35,"(70, 32, 35)",r:70_c:32_sp:35,p_inst:0,1.0,1.0
702,41,36,35,"(41, 36, 35)",r:41_c:36_sp:35,p_inst:0,1.0,1.0
703,84,42,35,"(84, 42, 35)",r:84_c:42_sp:35,p_inst:0,1.0,1.0
704,76,61,35,"(76, 61, 35)",r:76_c:61_sp:35,p_inst:0,1.0,1.0
705,72,45,35,"(72, 45, 35)",r:72_c:45_sp:35,p_inst:0,1.0,1.0
706,37,35,35,"(37, 35, 35)",r:37_c:35_sp:35,p_inst:0,1.0,1.0
707,34,60,35,"(34, 60, 35)",r:34_c:60_sp:35,p_inst:0,1.0,1.0
708,66,39,35,"(66, 39, 35)",r:66_c:39_sp:35,p_inst:0,1.0,1.0
709,58,52,35,"(58, 52, 35)",r:58_c:52_sp:35,p_inst:0,1.0,1.0
710,54,31,35,"(54, 31, 35)",r:54_c:31_sp:35,p_inst:0,1.0,1.0
711,34,54,35,"(34, 54, 35)",r:34_c:54_sp:35,p_inst:0,1.0,1.0
712,55,37,35,"(55, 37, 35)",r:55_c:37_sp:35,p_inst:0,1.0,1.0
713,77,52,35,"(77, 52, 35)",r:77_c:52_sp:35,p_inst:0,1.0,1.0
714,35,37,35,"(35, 37, 35)",r:35_c:37_sp:35,p_inst:0,1.0,1.0
715,71,31,35,"(71, 31, 35)",r:71_c:31_sp:35,p_inst:0,1.0,1.0
716,73,59,35,"(73, 59, 35)",r:73_c:59_sp:35,p_inst:0,1.0,1.0
717,54,41,35,"(54, 41, 35)",r:54_c:41_sp:35,p_inst:0,1.0,1.0
718,68,55,35,"(68, 55, 35)",r:68_c:55_sp:35,p_inst:0,1.0,1.0
719,59,40,35,"(59, 40, 35)",r:59_c:40_sp:35,p_inst:0,1.0,1.0
720,72,58,36,"(72, 58, 36)",r:72_c:58_sp:36,p_inst:0,1.0,1.0
721,70,32,36,"(70, 32, 36)",r:70_c:32_sp:36,p_inst:0,1.0,1.0
722,41,36,36,"(41, 36, 36)",r:41_c:36_sp:36,p_inst:0,1.0,1.0
723,84,42,36,"(84, 42, 36)",r:84_c:42_sp:36,p_inst:0,1.0,1.0
724,76,61,36,"(76, 61, 36)",r:76_c:61_sp:36,p_inst:0,1.0,1.0
725,72,45,36,"(72, 45, 36)",r:72_c:45_sp:36,p_inst:0,1.0,1.0
726,37,35,36,"(37, 35, 36)",r:37_c:35_sp:36,p_inst:0,1.0,1.0
727,34,60,36,"(34, 60, 36)",r:34_c:60_sp:36,p_inst:0,1.0,1.0
728,66,39,36,"(66, 39, 36)",r:66_c:39_sp:36,p_inst:0,1.0,1.0
729,58,52,36,"(58, 52, 36)",r:58_c:52_sp:36,p_inst:0,1.0,1.0
730,54,31,36,"(54, 31, 36)",r:54_c:31_sp:36,p_inst:0,1.0,1.0
731,34,54,36,"(34, 54, 36)",r:34_c:54_sp:36,p_inst:0,1.0,1.0
732,55,37,36,"(55, 37, 36)",r:55_c:37_sp:36,p_inst:0,1.0,1.0
733,77,52,36,"(77, 52, 36)",r:77_c:52_sp:36,p_inst:0,1.0,1.0
734,35,37,36,"(35, 37, 36)",r:35_c:37_sp:36,p_inst:0,1.0,1.0
735,71,31,36,"(71, 31, 36)",r:71_c:31_sp:36,p_inst:0,1.0,1.0
736,73,59,36,"(73, 59, 36)",r:73_c:59_sp:36,p_inst:0,1.0,1.0
737,54,41,36,"(54, 41, 36)",r:54_c:41_sp:36,p_inst:0,1.0,1.0
738,68,55,36,"(68, 55, 36)",r:68_c:55_sp:36,p_inst:0,1.0,1.0
739,59,40,36,"(59, 40, 36)",r:59_c:40_sp:36,p_inst:0,1.0,1.0
740,72,58,37,"(72, 58, 37)",r:72_c:58_sp:37,p_inst:0,1.0,1.0
741,70,32,37,"(70, 32, 37)",r:70_c:32_sp:37,p_inst:0,1.0,1.0
742,41,36,37,"(41, 36, 37)",r:41_c:36_sp:37,p_inst:0,1.0,1.0
743,84,42,37,"(84, 42, 37)",r:84_c:42_sp:37,p_inst:0,1.0,1.0
744,76,61,37,"(76, 61, 37)",r:76_c:61_sp:37,p_inst:0,1.0,1.0
745,72,45,37,"(72, 45, 37)",r:72_c:45_sp:37,p_inst:0,1.0,1.0
746,37,35,37,"(37, 35, 37)",r:37_c:35_sp:37,p_inst:0,1.0,1.0
747,34,60,37,"(34, 60, 37)",r:34_c:60_sp:37,p_inst:0,1.0,1.0
748,66,39,37,"(66, 39, 37)",r:66_c:39_sp:37,p_inst:0,1.0,1.0
749,58,52,37,"(58, 52, 37)",r:58_c:52_sp:37,p_inst:0,1.0,1.0
750,54,31,37,"(54, 31, 37)",r:54_c:31_sp:37,p_inst:0,1.0,1.0
751,34,54,37,"(34, 54, 37)",r:34_c:54_sp:37,p_inst:0,1.0,1.0
752,55,37,37,"(55, 37, 37)",r:55_c:37_sp:37,p_inst:0,1.0,1.0
753,77,52,37,"(77, 52, 37)",r:77_c:52_sp:37,p_inst:0,1.0,1.0
754,35,37,37,"(35, 37, 37)",r:35_c:37_sp:37,p_inst:0,1.0,1.0
755,71,31,37,"(71, 31, 37)",r:71_c:31_sp:37,p_inst:0,1.0,1.0
756,73,59,37,"(73, 59, 37)",r:73_c:59_sp:37,p_inst:0,1.0,1.0
757,54,41,37,"(54, 41, 37)",r:54_c:41_sp:37,p_inst:0,1.0,1.0
758,68,55,37,"(68, 55, 37)",r:68_c:55_sp:37,p_inst:0,1.0,1.0
759,59,40,37,"(59, 40, 37)",r:59_c:40_sp:37,p_inst:0,1.0,1.0
760,72,58,38,"(72, 58, 38)",r:72_c:58_sp:38,p_inst:0,1.0,1.0
761,70,32,38,"(70, 32, 38)",r:70_c:32_sp:38,p_inst:0,1.0,1.0
762,41,36,38,"(41, 36, 38)",r:41_c:36_sp:38,p_inst:0,1.0,1.0
763,84,42,38,"(84, 42, 38)",r:84_c:42_sp:38,p_inst:0,1.0,1.0
764,76,61,38,"(76, 61, 38)",r:76_c:61_sp:38,p_inst:0,1.0,1.0
765,72,45,38,"(72, 45, 38)",r:72_c:45_sp:38,p_inst:0,1.0,1.0
766,37,35,38,"(37, 35, 38)",r:37_c:35_sp:38,p_inst:0,1.0,1.0
767,34,60,38,"(34, 60, 38)",r:34_c:60_sp:38,p_inst:0,1.0,1.0
768,66,39,38,"(66, 39, 38)",r:66_c:39_sp:38,p_inst:0,1.0,1.0
769,58,52,38,"(58, 52, 38)",r:58_c:52_sp:38,p_inst:0,1.0,1.0
770,54,31,38,"(54, 31, 38)",r:54_c:31_sp:38,p_inst:0,1.0,1.0
771,34,54,38,"(34, 54, 38)",r:34_c:54_sp:38,p_inst:0,1.0,1.0
772,55,37,38,"(55, 37, 38)",r:55_c:37_sp:38,p_inst:0,1.0,1.0
773,77,52,38,"(77, 52, 38)",r:77_c:52_sp:38,p_inst:0,1.0,1.0
774,35,37,38,"(35, 37, 38)",r:35_c:37_sp:38,p_inst:0,1.0,1.0
775,71,31,38,"(71, 31, 38)",r:71_c:31_sp:38,p_inst:0,1.0,1.0
776,73,59,38,"(73, 59, 38)",r:73_c:59_sp:38,p_inst:0,1.0,1.0
777,54,41,38,"(54, 41, 38)",r:54_c:41_sp:38,p_inst:0,1.0,1.0
778,68,55,38,"(68, 55, 38)",r:68_c:55_sp:38,p_inst:0,1.0,1.0
779,59,40,38,"(59, 40, 38)",r:59_c:40_sp:38,p_inst:0,1.0,1.0
780,72,58,39,"(72, 58, 39)",r:72_c:58_sp:39,p_inst:0,1.0,1.0
781,70,32,39,"(70, 32, 39)",r:70_c:32_sp:39,p_inst:0,1.0,1.0
782,41,36,39,"(41, 36, 39)",r:41_c:36_sp:39,p_inst:0,1.0,1.0
783,84,42,39,"(84, 42, 39)",r:84_c:42_sp:39,p_inst:0,1.0,1.0
784,76,61,39,"(76, 61, 39)",r:76_c:61_sp:39,p_inst:0,1.0,1.0
785,72,45,39,"(72, 45, 39)",r:72_c:45_sp:39,p_inst:0,1.0,1.0
786,37,35,39,"(37, 35, 39)",r:37_c:35_sp:39,p_inst:0,1.0,1.0
787,34,60,39,"(34, 60, 39)",r:34_c:60_sp:39,p_inst:0,1.0,1.0
788,66,39,39,"(66, 39, 39)",r:66_c:39_sp:39,p_inst:0,1.0,1.0
789,58,52,39,"(58, 52, 39)",r:58_c:52_sp:39,p_inst:0,1.0,1.0
790,54,31,39,"(54, 31, 39)",r:54_c:31_sp:39,p_inst:0,1.0,1.0
791,34,54,39,"(34, 54, 39)",r:34_c:54_sp:39,p_inst:0,1.0,1.0
792,55,37,39,"(55, 37, 39)",r:55_c:37_sp:39,p_inst:0,1.0,1.0
793,77,52,39,"(77, 52, 39)",r:77_c:52_sp:39,p_inst:0,1.0,1.0
794,35,37,39,"(35, 37, 39)",r:35_c:37_sp:39,p_inst:0,1.0,1.0
795,71,31,39,"(71, 31, 39)",r:71_c:31_sp:39,p_inst:0,1.0,1.0
796,73,59,39,"(73, 59, 39)",r:73_c:59_sp:39,p_inst:0,1.0,1.0
797,54,41,39,"(54, 41, 39)",r:54_c:41_sp:39,p_inst:0,1.0,1.0
798,68,55,39,"(68, 55, 39)",r:68_c:55_sp:39,p_inst:0,1.0,1.0
799,59,40,39,"(59, 40, 39)",r:59_c:40_sp:39,p_inst:0,1.0,1.0
800,72,58,40,"(72, 58, 40)",r:72_c:58_sp:40,p_inst:0,1.0,1.0
801,70,32,40,"(70, 32, 40)",r:70_c:32_sp:40,p_inst:0,1.0,1.0
802,41,36,40,"(41, 36, 40)",r:41_c:36_sp:40,p_inst:0,1.0,1.0
803,84,42,40,"(84, 42, 40)",r:84_c:42_sp:40,p_inst:0,1.0,1.0
804,76,61,40,"(76, 61, 40)",r:76_c:61_sp:40,p_inst:0,1.0,1.0
805,72,45,40,"(72, 45, 40)",r:72_c:45_sp:40,p_inst:0,1.0,1.0
806,37,35,40,"(37, 35, 40)",r:37_c:35_sp:40,p_inst:0,1.0,1.0
807,34,60,40,"(34, 60, 40)",r:34_c:60_sp:40,p_inst:0,1.0,1.0
808,66,39,40,"(66, 39, 40)",r:66_c:39_sp:40,p_inst:0,1.0,1.0
809,58,52,40,"(58, 52, 40)",r:58_c:52_sp:40,p_inst:0,1.0,1.0
810,54,31,40,"(54, 31, 40)",r:54_c:31_sp:40,p_inst:0,1.0,1.0
811,34,54,40,"(34, 54, 40)",r:34_c:54_sp:40,p_inst:0,1.0,1.0
812,55,37,40,"(55, 37, 40)",r:55_c:37_sp:40,p_inst:0,1.0,1.0
813,77,52,40,"(77, 52, 40)",r:77_c:52_sp:40,p_inst:0,1.0,1.0
814,35,37,40,"(35, 37, 40)",r:35_c:37_sp:40,p_inst:0,1.0,1.0
815,71,31,40,"(71, 31, 40)",r:71_c:31_sp:40,p_inst:0,1.0,1.0
816,73,59,40,"(73, 59, 40)",r:73_c:59_sp:40,p_inst:0,1.0,1.0
817,54,41,40,"(54, 41, 40)",r:54_c:41_sp:40,p_inst:0,1.0,1.0
818,68,55,40,"(68, 55, 40)",r:68_c:55_sp:40,p_inst:0,1.0,1.0
819,59,40,40,"(59, 40, 40)",r:59_c:40_sp:40,p_inst:0,1.0,1.0
820,72,58,41,"(72, 58, 41)",r:72_c:58_sp:41,p_inst:0,1.0,1.0
821,70,32,41,"(70, 32, 41)",r:70_c:32_sp:41,p_inst:0,1.0,1.0
822,41,36,41,"(41, 36, 41)",r:41_c:36_sp:41,p_inst:0,1.0,1.0
823,84,42,41,"(84, 42, 41)",r:84_c:42_sp:41,p_inst:0,1.0,1.0
824,76,61,41,"(76, 61, 41)",r:76_c:61_sp:41,p_inst:0,1.0,1.0
825,72,45,41,"(72, 45, 41)",r:72_c:45_sp:41,p_inst:0,1.0,1.0
826,37,35,41,"(37, 35, 41)",r:37_c:35_sp:41,p_inst:0,1.0,1.0
827,34,60,41,"(34, 60, 41)",r:34_c:60_sp:41,p_inst:0,1.0,1.0
828,66,39,41,"(66, 39, 41)",r:66_c:39_sp:41,p_inst:0,1.0,1.0
829,58,52,41,"(58, 52, 41)",r:58_c:52_sp:41,p_inst:0,1.0,1.0
830,54,31,41,"(54, 31, 41)",r:54_c:31_sp:41,p_inst:0,1.0,1.0
831,34,54,41,"(34, 54, 41)",r:34_c:54_sp:41,p_inst:0,1.0,1.0
832,55,37,41,"(55, 37, 41)",r:55_c:37_sp:41,p_inst:0,1.0,1.0
833,77,52,41,"(77, 52, 41)",r:77_c:52_sp:41,p_inst:0,1.0,1.0
834,35,37,41,"(35, 37, 41)",r:35_c:37_sp:41,p_inst:0,1.0,1.0
835,71,31,41,"(71, 31, 41)",r:71_c:31_sp:41,p_inst:0,1.0,1.0
836,73,59,41,"(73, 59, 41)",r:73_c:59_sp:41,p_inst:0,1.0,1.0
837,54,41,41,"(54, 41, 41)",r:54_c:41_sp:41,p_inst:0,1.0,1.0
838,68,55,41,"(68, 55, 41)",r:68_c:55_sp:41,p_inst:0,1.0,1.0
839,59,40,41,"(59, 40, 41)",r:59_c:40_sp:41,p_inst:0,1.0,1.0
840,72,58,42,"(72, 58, 42)",r:72_c:58_sp:42,p_inst:0,1.0,1.0
841,70,32,42,"(70, 32, 42)",r:70_c:32_sp:42,p_inst:0,1.0,1.0
842,41,36,42,"(41, 36, 42)",r:41_c:36_sp:42,p_inst:0,1.0,1.0
843,84,42,42,"(84, 42, 42)",r:84_c:42_sp:42,p_inst:0,1.0,1.0
844,76,61,42,"(76, 61, 42)",r:76_c:61_sp:42,p_inst:0,1.0,1.0
845,72,45,42,"(72, 45, 42)",r:72_c:45_sp:42,p_inst:0,1.0,1.0
846,37,35,42,"(37, 35, 42)",r:37_c:35_sp:42,p_inst:0,1.0,1.0
847,34,60,42,"(34, 60, 42)",r:34_c:60_sp:42,p_inst:0,1.0,1.0
848,66,39,42,"(66, 39, 42)",r:66_c:39_sp:42,p_inst:0,1.0,1.0
849,58,52,42,"(58, 52, 42)",r:58_c:52_sp:42,p_inst:0,1.0,1.0
850,54,31,42,"(54, 31, 42)",r:54_c:31_sp:42,p_inst:0,1.0,1.0
851,34,54,42,"(34, 54, 42)",r:34_c:54_sp:42,p_inst:0,1.0,1.0
852,55,37,42,"(55, 37, 42)",r:55_c:37_sp:42,p_inst:0,1.0,1.0
853,77,52,42,"(77, 52, 42)",r:77_c:52_sp:42,p_inst:0,1.0,1.0
854,35,37,42,"(35, 37, 42)",r:35_c:37_sp:42,p_inst:0,1.0,1.0
855,71,31,42,"(71, 31, 42)",r:71_c:31_sp:42,p_inst:0,1.0,1.0
856,73,59,42,"(73, 59, 42)",r:73_c:59_sp:42,p_inst:0,1.0,1.0
857,54,41,42,"(54, 41, 42)",r:54_c:41_sp:42,p_inst:0,1.0,1.0
858,68,55,42,"(68, 55, 42)",r:68_c:55_sp:42,p_inst:0,1.0,1.0
859,59,40,42,"(59, 40, 42)",r:59_c:40_sp:42,p_inst:0,1.0,1.0
860,72,58,43,"(72, 58, 43)",r:72_c:58_sp:43,p_inst:0,1.0,1.0
861,70,32,43,"(70, 32, 43)",r:70_c:32_sp:43,p_inst:0,1.0,1.0
862,41,36,43,"(41, 36, 43)",r:41_c:36_sp:43,p_inst:0,1.0,1.0
863,84,42,43,"(84, 42, 43)",r:84_c:42_sp:43,p_inst:0,1.0,1.0
864,76,61,43,"(76, 61, 43)",r:76_c:61_sp:43,p_inst:0,1.0,1.0
865,72,45,43,"(72, 45, 43)",r:72_c:45_sp:43,p_inst:0,1.0,1.0
866,37,35,43,"(37, 35, 43)",r:37_c:35_sp:43,p_inst:0,1.0,1.0
867,34,60,43,"(34, 60, 43)",r:34_c:60_sp:43,p_inst:0,1.0,1.0
868,66,39,43,"(66, 39, 43)",r:66_c:39_sp:43,p_inst:0,1.0,1.0
869,58,52,43,"(58, 52, 43)",r:58_c:52_sp:43,p_inst:0,1.0,1.0
870,54,31,43,"(54, 31, 43)",r:54_c:31_sp:43,p_inst:0,1.0,1.0
871,34,54,43,"(34, 54, 43)",r:34_c:54_sp:43,p_inst:0,1.0,1.0
872,55,37,43,"(55, 37, 43)",r:55_c:37_sp:43,p_inst:0,1.0,1.0
873,77,52,43,"(77, 52, 43)",r:77_c:52_sp:43,p_inst:0,1.0,1.0
874,35,37,43,"(35, 37, 43)",r:35_c:37_sp:43,p_inst:0,1.0,1.0
875,71,31,43,"(71, 31, 43)",r:71_c:31_sp:43,p_inst:0,1.0,1.0
876,73,59,43,"(73, 59, 43)",r:73_c:59_sp:43,p_inst:0,1.0,1.0
877,54,41,43,"(54, 41, 43)",r:54_c:41_sp:43,p_inst:0,1.0,1.0
878,68,55,43,"(68, 55, 43)",r:68_c:55_sp:43,p_inst:0,1.0,1.0
879,59,40,43,"(59, 40, 43)",r:59_c:40_sp:43,p_inst:0,1.0,1.0
880,72,58,44,"(72, 58, 44)",r:72_c:58_sp:44,p_inst:0,1.0,1.0
881,70,32,44,"(70, 32, 44)",r:70_c:32_sp:44,p_inst:0,1.0,1.0
882,41,36,44,"(41, 36, 44)",r:41_c:36_sp:44,p_inst:0,1.0,1.0
883,84,42,44,"(84, 42, 44)",r:84_c:42_sp:44,p_inst:0,1.0,1.0
884,76,61,44,"(76, 61, 44)",r:76_c:61_sp:44,p_inst:0,1.0,1.0
885,72,45,44,"(72, 45, 44)",r:72_c:45_sp:44,p_inst:0,1.0,1.0
886,37,35,44,"(37, 35, 44)",r:37_c:35_sp:44,p_inst:0,1.0,1.0
887,34,60,44,"(34, 60, 44)",r:34_c:60_sp:44,p_inst:0,1.0,1.0
888,66,39,44,"(66, 39, 44)",r:66_c:39_sp:44,p_inst:0,1.0,1.0
889,58,52,44,"(58, 52, 44)",r:58_c:52_sp:44,p_inst:0,1.0,1.0
